Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Rayman Origins,PlayStation,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,241.0,E10+
Dynasty Warriors 3: Xtreme Legends,PlayStation,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,16.0,9.3,54.0,T
EyePet,PlayStation,2009.0,Simulation,Sony Computer Entertainment,0.36,0.52,0.04,0.09,1.0,70.0,35.0,8.2,20.0,E
NFL Fever 2002,Xbox,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,79.0,24.0,8.5,10.0,E
NCAA Football 12,Xbox,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,25.0,6.6,49.0,E
UFC Undisputed 3,Xbox,2012.0,Action,THQ,0.72,0.2,0.0,0.08,0.99,85.0,60.0,7.6,88.0,T
Kirby: Mass Attack,Nintendo,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,46.0,8.6,55.0,E
Haze,PlayStation,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.0,65.0,6.5,296.0,M
Oddworld: Abes Exoddus,PlayStation,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,88.0,13.0,9.1,69.0,T
EA Sports UFC 2,PlayStation,2016.0,Sports,Electronic Arts,0.32,0.51,0.0,0.16,0.99,79.0,38.0,6.1,161.0,T
DiRT 2,PlayStation,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,87.0,63.0,8.2,95.0,T
The Bouncer,PlayStation,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66.0,20.0,8.0,35.0,T
Guitar Hero: Aerosmith,PlayStation,2008.0,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,39.0,5.0,26.0,T
Shadow The Hedgehog,Nintendo,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,51.0,22.0,6.5,121.0,E10+
Apollo Justice: Ace Attorney,Nintendo,2007.0,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.0,48.0,8.1,84.0,T
Ace Combat X: Skies of Deception,PlayStation,2006.0,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75.0,26.0,8.3,30.0,T
Disney Infinity,PlayStation,2013.0,Action,Disney Interactive Studios,0.51,0.32,0.0,0.16,0.99,75.0,21.0,5.9,47.0,E10+
Dark Souls,Xbox,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1111.0,M
Evolve,PlayStation,2015.0,Shooter,Take-Two Interactive,0.37,0.41,0.05,0.15,0.98,76.0,46.0,4.3,897.0,M
Midnight Club: LA Remix,PlayStation,2008.0,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,79.0,26.0,8.7,43.0,T
Pro Evolution Soccer 2008,PlayStation,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.0,17.0,6.8,11.0,E
NBA 2K10,Xbox,2009.0,Sports,Take-Two Interactive,0.89,0.02,0.0,0.08,0.98,82.0,46.0,7.6,34.0,E
Tales of Graces f,PlayStation,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,55.0,8.2,336.0,T
FIFA Soccer 10,Nintendo,2009.0,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98,75.0,21.0,6.2,17.0,E
Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,91.0,48.0,7.9,3479.0,M
Mario Party Advance,Nintendo,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54.0,27.0,5.4,34.0,E
Zoo Tycoon DS,Nintendo,2005.0,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44.0,19.0,6.6,25.0,E
Tom Clancys Splinter Cell: Blacklist,Xbox,2013.0,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.0,58.0,7.5,384.0,M
Dead Space 3,Xbox,2013.0,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,78.0,68.0,6.4,697.0,M
WWE SmackDown vs Raw 2008,Nintendo,2007.0,Fighting,THQ,0.38,0.5,0.0,0.11,0.98,59.0,13.0,5.9,18.0,T
Suikoden III,PlayStation,2002.0,Role-Playing,Konami Digital Entertainment,0.29,0.23,0.38,0.08,0.98,86.0,23.0,7.7,114.0,T
LEGO Harry Potter: Years 5-7,Xbox,2011.0,Action,Warner Bros. Interactive Entertainment,0.51,0.38,0.0,0.09,0.98,77.0,35.0,7.9,39.0,E10+
NCAA Football 06,Xbox,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,87.0,38.0,8.3,27.0,E
Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97,93.0,47.0,8.9,1864.0,M
Madden NFL 08,PlayStation,2007.0,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97,81.0,31.0,5.3,33.0,E
Fire Emblem,Nintendo,2003.0,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88.0,31.0,9.2,144.0,E
Brutal Legend,Xbox,2009.0,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,82.0,88.0,8.0,269.0,M
NHL 2004,PlayStation,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,85.0,19.0,7.6,53.0,E
Grand Theft Auto: Vice City Stories,PlayStation,2007.0,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.0,37.0,7.8,69.0,M
Mario Tennis Open,Nintendo,2012.0,Sports,Nintendo,0.26,0.3,0.35,0.05,0.97,69.0,58.0,6.9,111.0,E
Dead Space 3,PlayStation,2013.0,Action,Electronic Arts,0.45,0.36,0.0,0.16,0.97,76.0,37.0,6.4,525.0,M
FIFA Soccer 2005,Xbox,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,81.0,34.0,8.7,23.0,E
Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,89.0,23.0,5.5,5946.0,M
Cars,Nintendo,2006.0,Racing,THQ,0.85,0.04,0.0,0.07,0.97,54.0,17.0,2.1,11.0,E
Band Hero,Nintendo,2009.0,Misc,Activision,0.59,0.29,0.0,0.09,0.97,79.0,20.0,6.6,15.0,E10+
Skylanders: Spyros Adventure,Xbox,2011.0,Action,Activision,0.53,0.34,0.0,0.1,0.97,78.0,35.0,5.2,54.0,E10+
LEGO Star Wars II: The Original Trilogy,Nintendo,2006.0,Action,LucasArts,0.75,0.19,0.0,0.03,0.97,84.0,25.0,9.1,16.0,E10+
Medal of Honor: Underground,PlayStation,2000.0,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,86.0,16.0,9.0,45.0,T
Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.63,0.0,0.12,0.96,88.0,43.0,8.2,3212.0,M
Dark Cloud 2,PlayStation,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87.0,41.0,9.1,174.0,T
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96,88.0,76.0,8.5,4408.0,M
Guitar Hero: Warriors of Rock,Nintendo,2010.0,Misc,Activision,0.47,0.41,0.0,0.09,0.96,77.0,26.0,7.6,18.0,T
NHL 2001,PlayStation,2000.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,85.0,22.0,8.1,9.0,E
Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96,65.0,12.0,7.5,111.0,E
de Blo,Nintendo,2008.0,Platform,THQ,0.49,0.37,0.0,0.1,0.96,82.0,48.0,8.6,73.0,E
Shinobi,PlayStation,2002.0,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71.0,33.0,7.9,43.0,M
Mortal Kombat: Deadly Alliance,Xbox,2002.0,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,81.0,27.0,8.4,24.0,M
Sniper Elite V2,PlayStation,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,21.0,6.9,92.0,M
ESPN NBA 2K5,Xbox,2004.0,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,85.0,28.0,8.7,22.0,E
Gangs of London,PlayStation,2006.0,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,52.0,47.0,6.7,18.0,M
PilotWings Resort,Nintendo,2011.0,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71.0,64.0,7.3,89.0,E
My Weight Loss Coach,Nintendo,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,4.0,7.6,7.0,E
Army of Two: The 40th Day,Xbox,2010.0,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,73.0,79.0,7.3,126.0,M
World Championship Poker,PlayStation,2004.0,Misc,Play It,0.8,0.03,0.0,0.13,0.95,60.0,8.0,7.7,11.0,E
Sonic Unleashed,Xbox,2008.0,Platform,Sega,0.54,0.32,0.0,0.09,0.95,60.0,50.0,7.7,240.0,E10+
Tom Clancys Splinter Cell: Chaos Theory,PlayStation,2005.0,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,87.0,29.0,8.6,53.0,M
SpongeBob SquarePants: Battle for Bikini Bottom,Nintendo,2003.0,Platform,THQ,0.74,0.19,0.0,0.03,0.95,71.0,10.0,8.6,34.0,E
PlayStation All-Stars Battle Royale,PlayStation,2012.0,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74.0,69.0,7.3,542.0,T
Pro Evolution Soccer 2014,PlayStation,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,78.0,39.0,4.1,304.0,E
Yakuza 4,PlayStation,2010.0,Action,Sega,0.15,0.13,0.63,0.05,0.95,78.0,59.0,8.0,179.0,M
Tom Clancys Ghost Recon: Future Soldier,PlayStation,2012.0,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79.0,18.0,6.9,157.0,M
Kessen,PlayStation,2000.0,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,20.0,8.4,12.0,T
Driver: San Francisco,PlayStation,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0,T
Dragon Age: Inquisition,Xbox,2014.0,Role-Playing,Electronic Arts,0.58,0.28,0.0,0.09,0.95,85.0,28.0,6.9,708.0,M
LEGO Jurassic World,PlayStation,2015.0,Action,Warner Bros. Interactive Entertainment,0.36,0.42,0.02,0.15,0.95,70.0,46.0,7.0,80.0,E10+
The LEGO Movie Videogame,PlayStation,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.45,0.02,0.15,0.95,80.0,5.0,6.8,12.0,E10+
Star Fox 64 3D,Nintendo,2011.0,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.95,81.0,65.0,8.2,232.0,E10+
Lost Planet 2,PlayStation,2010.0,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,56.0,6.9,62.0,T
LEGO Pirates of the Caribbean: The Video Game,PlayStation,2011.0,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,73.0,42.0,7.1,34.0,E10+
Killzone,PlayStation,2004.0,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,70.0,67.0,7.3,257.0,M
Tom Clancys Splinter Cell: Blacklist,PlayStation,2013.0,Action,Ubisoft,0.34,0.4,0.06,0.16,0.94,84.0,27.0,7.7,314.0,M
Phantasy Star Portable,PlayStation,2008.0,Role-Playing,Sega,0.2,0.06,0.63,0.05,0.94,64.0,38.0,7.8,19.0,T
The SpongeBob SquarePants Movie,Nintendo,2004.0,Platform,THQ,0.73,0.19,0.0,0.03,0.94,73.0,9.0,7.8,13.0,E
Skylanders: Spyros Adventure,PlayStation,2011.0,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,18.0,4.8,42.0,E10+
Castlevania: Lament of Innocence,PlayStation,2003.0,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,79.0,45.0,8.4,74.0,M
Just Cause 3,Xbox,2015.0,Action,Square Enix,0.47,0.39,0.0,0.08,0.94,71.0,24.0,6.9,188.0,M
The Elder Scrolls Online,PC,2014.0,Role-Playing,Bethesda Softworks,0.33,0.54,0.0,0.07,0.94,71.0,64.0,5.7,2429.0,M
Street Fighter V,PlayStation,2016.0,Fighting,Capcom,0.42,0.28,0.09,0.15,0.94,77.0,80.0,3.4,1233.0,T
WWE SmackDown vs. Raw 2009,PlayStation,2008.0,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78.0,37.0,7.0,49.0,T
NCAA Football 10,Xbox,2009.0,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,83.0,26.0,6.7,37.0,E
Brutal Legend,PlayStation,2009.0,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.94,83.0,61.0,7.6,163.0,M
Tony Hawk: RIDE,Nintendo,2009.0,Sports,Activision,0.69,0.17,0.0,0.08,0.94,47.0,15.0,4.5,21.0,E10+
White Knight Chronicles: International Edition,PlayStation,2008.0,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.94,64.0,77.0,7.5,213.0,T
Far Cry: Primal,Xbox,2016.0,Action,Ubisoft,0.5,0.35,0.0,0.08,0.94,77.0,27.0,6.4,199.0,M
Bully,PlayStation,2006.0,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87.0,69.0,9.1,300.0,T
Prince of Persia: The Sands of Time,Xbox,2003.0,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,92.0,41.0,7.8,72.0,T
MLB 06: The Show,PlayStation,2006.0,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,83.0,30.0,8.9,31.0,E
NHL 2003,PlayStation,2002.0,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,79.0,20.0,6.8,18.0,E
Naruto Shippuden: Ultimate Ninja Storm 3,PlayStation,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,189.0,T
The Sims 2,Nintendo,2005.0,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93,70.0,13.0,6.1,24.0,E10+
Tony Hawks Pro Skater 4,Xbox,2002.0,Sports,Activision,0.59,0.3,0.0,0.04,0.93,90.0,25.0,8.5,21.0,T
Brothers in Arms: Hells Highway,PlayStation,2008.0,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93,76.0,48.0,8.0,70.0,M
SingStar Abba,PlayStation,2008.0,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93,70.0,26.0,5.5,4.0,T
Disney Magical World,Nintendo,2013.0,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.93,71.0,27.0,7.3,22.0,E
Guitar Hero: Metallica,Nintendo,2009.0,Misc,Activision,0.4,0.43,0.0,0.1,0.93,85.0,20.0,8.6,17.0,T
Guitar Hero Live,PlayStation,2015.0,Misc,Activision,0.37,0.41,0.0,0.15,0.93,80.0,69.0,6.2,161.0,T
Bayonetta,Xbox,2009.0,Action,Sega,0.51,0.25,0.09,0.08,0.93,90.0,86.0,8.0,598.0,M
Teenage Mutant Ninja Turtles,Nintendo,2003.0,Action,Konami Digital Entertainment,0.67,0.25,0.0,0.02,0.93,71.0,16.0,8.9,9.0,E
MLB 07: The Show,PlayStation,2007.0,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,83.0,25.0,8.6,19.0,E
Build-A-Bear Workshop,Nintendo,2007.0,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,61.0,11.0,4.8,5.0,E
Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,0.93,89.0,38.0,8.2,2496.0,M
Cars,Nintendo,2006.0,Racing,THQ,0.72,0.19,0.0,0.03,0.93,71.0,21.0,7.0,5.0,E
South Park: The Stick of Truth,PlayStation,2014.0,Role-Playing,Ubisoft,0.44,0.34,0.0,0.16,0.93,85.0,31.0,8.5,575.0,M
Kingdom Hearts Re:coded,Nintendo,2010.0,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66.0,58.0,6.9,77.0,E10+
MLB 15: The Show,PlayStation,2015.0,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.93,80.0,44.0,7.8,190.0,E
Operation Flashpoint: Dragon Rising,Xbox,2009.0,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77.0,47.0,7.8,112.0,M
Lego Batman 3: Beyond Gotham,PlayStation,2014.0,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.93,73.0,43.0,7.1,75.0,E10+
South Park: The Stick of Truth,Xbox,2014.0,Role-Playing,Ubisoft,0.58,0.26,0.0,0.09,0.93,82.0,33.0,8.4,367.0,M
Wipeout: In The Zone,Xbox,2011.0,Misc,Activision,0.87,0.0,0.0,0.06,0.93,39.0,5.0,5.6,8.0,E10+
Assassins Creed III,PC,2012.0,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,80.0,21.0,6.2,1502.0,M
Teenage Mutant Ninja Turtles,PlayStation,2003.0,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92,59.0,29.0,8.7,31.0,E
Top Gun: Combat Zones,PlayStation,2001.0,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,63.0,17.0,3.3,9.0,E
NCAA Football 11,Xbox,2010.0,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,86.0,29.0,7.1,70.0,E
007: The World is not Enough,PlayStation,2000.0,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,61.0,11.0,6.7,44.0,T
Phoenix Wright: Ace Attorney,Nintendo,2005.0,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81.0,53.0,9.2,203.0,T
Borderlands: The Handsome Collection,PlayStation,2015.0,Shooter,Take-Two Interactive,0.42,0.33,0.03,0.15,0.92,82.0,49.0,7.8,347.0,M
Harvest Moon 3D: A New Beginning,Nintendo,2012.0,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.92,74.0,21.0,8.2,62.0,E
LEGO Harry Potter: Years 5-7,PlayStation,2011.0,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0.0,0.15,0.92,76.0,27.0,8.3,48.0,E10+
MLB 12: The Show,PlayStation,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,87.0,23.0,7.5,75.0,E
Wii Play: Motion,Nintendo,2011.0,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60.0,34.0,6.1,16.0,E10+
SpongeBob SquarePants: The Yellow Avenger,PlayStation,2006.0,Action,THQ,0.55,0.21,0.0,0.16,0.92,48.0,9.0,6.4,13.0,E
Dantes Inferno,Xbox,2010.0,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73.0,71.0,7.7,225.0,M
EA Sports Active 2,PlayStation,2010.0,Sports,Electronic Arts,0.53,0.27,0.0,0.12,0.92,78.0,20.0,5.4,14.0,E
WWE SmackDown vs. Raw 2009,Xbox,2008.0,Fighting,THQ,0.58,0.26,0.0,0.08,0.92,79.0,47.0,7.1,34.0,T
Sonic Riders,Nintendo,2006.0,Racing,Sega,0.71,0.18,0.0,0.03,0.92,59.0,32.0,8.0,46.0,E
Blue Dragon,Xbox,2006.0,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79.0,56.0,7.8,161.0,T
LEGO Marvel Super Heroes,Nintendo,2013.0,Action,Warner Bros. Interactive Entertainment,0.42,0.38,0.04,0.07,0.92,61.0,4.0,5.2,11.0,E10+
NBA 2K14,Xbox,2013.0,Sports,Take-Two Interactive,0.71,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,E
FIFA Street,Xbox,2012.0,Sports,Electronic Arts,0.19,0.62,0.0,0.1,0.91,77.0,47.0,6.7,58.0,E
Kung Fu Panda,Nintendo,2008.0,Action,Activision,0.5,0.32,0.0,0.09,0.91,70.0,20.0,6.7,7.0,E10+
Street Hoops,PlayStation,2002.0,Sports,Activision,0.45,0.35,0.0,0.12,0.91,62.0,22.0,7.9,10.0,T
Knockout Kings 2002,PlayStation,2002.0,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,76.0,23.0,8.1,12.0,T
Tom Clancys EndWar,Xbox,2008.0,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77.0,63.0,7.2,53.0,T
Tokyo Xtreme Racer 3,PlayStation,2003.0,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63.0,15.0,8.9,23.0,E
Xenoblade Chronicles,Nintendo,2010.0,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92.0,59.0,8.9,957.0,T
Colin McRae Rally 2.0,PlayStation,2000.0,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90.0,13.0,8.7,31.0,E
Dynasty Warriors 7,PlayStation,2011.0,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,58.0,T
SSX,PlayStation,2012.0,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81.0,38.0,6.8,111.0,E
Sonic Riders: Zero Gravity,Nintendo,2008.0,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56.0,26.0,8.1,57.0,E
Dragon Ball: Xenoverse 2,PlayStation,2016.0,Action,Namco Bandai Games,0.29,0.38,0.1,0.13,0.91,72.0,57.0,7.7,123.0,T
Sonic Mega Collection Plus,Xbox,2004.0,Misc,Sega,0.61,0.26,0.0,0.04,0.91,75.0,20.0,7.9,12.0,E
Operation Flashpoint: Dragon Rising,PlayStation,2009.0,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76.0,42.0,6.5,53.0,M
Madden NFL 25,PlayStation,2013.0,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.91,74.0,13.0,5.2,118.0,E
Tiger Woods PGA Tour 2002,PlayStation,2002.0,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,80.0,23.0,7.6,5.0,E
Lost Odyssey,Xbox,2007.0,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78.0,68.0,8.3,435.0,T
MLB 2005,PlayStation,2004.0,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,78.0,36.0,7.6,9.0,E
Marvel: Ultimate Alliance 2,Xbox,2009.0,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.9,73.0,75.0,7.3,83.0,T
Burnout Revenge,PlayStation,2005.0,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,90.0,52.0,8.8,115.0,E10+
The Witcher 2: Assassins of Kings,Xbox,2012.0,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88.0,82.0,8.3,818.0,M
Crysis 3,Xbox,2013.0,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76.0,45.0,6.7,345.0,M
Homefront,PlayStation,2011.0,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70.0,60.0,5.7,174.0,M
MX vs. ATV Reflex,PlayStation,2009.0,Racing,THQ,0.52,0.25,0.0,0.12,0.9,74.0,44.0,7.4,10.0,E
Hot Shots Tennis,PlayStation,2006.0,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70.0,44.0,8.1,8.0,E
Sonic Heroes,Xbox,2003.0,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73.0,28.0,7.6,34.0,E
Spider-Man 3,PlayStation,2007.0,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50.0,14.0,6.5,28.0,T
James Bond 007: Agent Under Fire,Xbox,2002.0,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,71.0,16.0,7.5,15.0,T
Titanfall 2,Xbox,2016.0,Shooter,Electronic Arts,0.58,0.23,0.0,0.08,0.9,87.0,31.0,8.0,279.0,M
DJ Hero,PlayStation,2009.0,Misc,Activision,0.42,0.34,0.0,0.14,0.9,86.0,53.0,7.8,50.0,T
X-Men Legends,Xbox,2004.0,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9,82.0,63.0,8.5,14.0,T
NBA Live 2005,Xbox,2004.0,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9,85.0,28.0,7.6,14.0,E
Harry Potter: Quidditch World Cup,PlayStation,2003.0,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,68.0,21.0,6.6,27.0,E
Blitz: The League,PlayStation,2005.0,Sports,Midway Games,0.74,0.03,0.0,0.12,0.89,76.0,25.0,8.0,20.0,M
Castlevania: Circle of the Moon,Nintendo,2001.0,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,91.0,22.0,8.5,59.0,T
SOCOM 4: U.S. Navy SEALs,PlayStation,2011.0,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67.0,64.0,6.3,121.0,M
Tiger Woods PGA Tour 06,PlayStation,2005.0,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,83.0,29.0,6.2,16.0,E
Classic NES Series: The Legend of Zelda,Nintendo,2004.0,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,84.0,16.0,8.6,59.0,E
Fire Emblem: The Sacred Stones,Nintendo,2004.0,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,85.0,38.0,9.1,132.0,E
Killzone: Liberation,PlayStation,2006.0,Shooter,Sony Computer Entertainment,0.44,0.27,0.0,0.18,0.89,77.0,56.0,8.2,81.0,T
Resistance: Retribution,PlayStation,2009.0,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.21,0.89,81.0,67.0,8.1,84.0,M
Finding Nemo,Nintendo,2003.0,Action,THQ,0.69,0.18,0.0,0.02,0.89,62.0,11.0,5.5,8.0,E
Ace Combat 2,PlayStation,1997.0,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,83.0,10.0,8.2,22.0,T
NFL 2K2,PlayStation,2001.0,Sports,Sega,0.44,0.34,0.0,0.11,0.89,85.0,16.0,7.5,6.0,E
Pure,PlayStation,2008.0,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.89,83.0,43.0,7.8,30.0,E
Call of Duty: World at War,Nintendo,2008.0,Shooter,Activision,0.56,0.25,0.0,0.08,0.89,75.0,12.0,7.8,20.0,T
Lego Star Wars: The Force Awakens,PlayStation,2016.0,Action,Warner Bros. Interactive Entertainment,0.19,0.55,0.01,0.14,0.89,78.0,61.0,7.5,91.0,E10+
Tiger Woods PGA Tour 12: The Masters,PlayStation,2011.0,Sports,Electronic Arts,0.52,0.25,0.0,0.11,0.89,80.0,41.0,7.3,17.0,E
FIFA Soccer 09 All-Play,Nintendo,2008.0,Sports,Electronic Arts,0.28,0.51,0.0,0.09,0.89,80.0,18.0,8.4,22.0,E
LEGO Indiana Jones 2: The Adventure Continues,PlayStation,2009.0,Action,Activision,0.47,0.29,0.0,0.13,0.89,70.0,25.0,7.1,16.0,E10+
Fossil Fighters,Nintendo,2008.0,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,70.0,17.0,7.9,15.0,E
NCAA Football 13,PlayStation,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.89,79.0,9.0,4.1,34.0,E
